"","Species","Year","Station","Abundance","GV_fraction"
"47","ACWO",2019,"SP 7",0,0.739853009581566
"48","ACWO",2020,"SP 7",0,0.712478503584862
"49","ACWO",2021,"SP 7",0.25,0.713356487452984
"50","ACWO",2015,"SP 8",0,0.707164987921715
"51","ACWO",2016,"SP 8",0.777777778,0.710060365498066
"52","ACWO",2017,"SP 8",0.1,0.742030665278435
"53","ACWO",2018,"SP 8",0,0.727503538131714
"54","ACWO",2019,"SP 8",0,0.781970836222172
"55","ACWO",2020,"SP 8",0,0.756691783666611
"56","ACWO",2021,"SP 8",0,0.771726012229919
"57","ACWO",2015,"SP 9",0,0.78377710448371
"58","ACWO",2016,"SP 9",0,0.792719211843279
"59","ACWO",2017,"SP 9",0,0.73782800965839
"60","ACWO",2018,"SP 9",0,0.752988013956282
"61","ACWO",2019,"SP 9",0,0.776026301913791
"62","ACWO",2020,"SP 9",0,0.702005194293128
"63","ACWO",2021,"SP 9",0,0.731228801939223
"64","ACWO",2015,"SP10",0,0.720831116040548
"65","ACWO",2016,"SP10",0,0.534143918090396
"66","ACWO",2017,"SP10",0,0.337841095195876
"67","ACWO",2018,"SP10",0,0.541593697335985
"68","ACWO",2019,"SP10",0,0.569191012117598
"69","ACWO",2020,"SP10",0,0.684001869625515
"70","ACWO",2021,"SP10",0,0.760730882485708
"71","ACWO",2015,"SP11",0,0.300059428438544
"72","ACWO",2016,"SP11",0,0.184461863711476
"73","ACWO",2017,"SP11",0,0.311431018635631
"74","ACWO",2018,"SP11",0,0.257720094174147
"75","ACWO",2019,"SP11",0,0.402044281363487
"76","ACWO",2020,"SP11",0,0.509907905012369
"77","ACWO",2021,"SP11",0,0.472394000738859
"78","ACWO",2015,"SP12",0,0.681866355240345
"79","ACWO",2016,"SP12",0,0.632890079170465
"80","ACWO",2017,"SP12",0,0.588656831532717
"81","ACWO",2018,"SP12",0,0.427756233140826
"82","ACWO",2019,"SP12",0,0.541210561990738
"83","ACWO",2020,"SP12",0,0.592919517308474
"84","ACWO",2021,"SP12",0,0.531925968825817
"85","ACWO",2015,"SP13",0,0.649088852107525
"86","ACWO",2016,"SP13",0,0.555135957896709
"87","ACWO",2017,"SP13",0,0.564113695174456
"88","ACWO",2018,"SP13",0,0.540841396898031
"89","ACWO",2019,"SP13",0,0.632423207163811
"90","ACWO",2020,"SP13",0,0.720840334892273
"91","ACWO",2021,"SP13",0,0.738641142845154
"92","ACWO",2015,"SP14",0,0.315148290246725
"93","ACWO",2016,"SP14",0,0.227974113076925
"94","ACWO",2017,"SP14",0,0.320668637752533
"95","ACWO",2018,"SP14",0,0.401843406260014
"96","ACWO",2019,"SP14",0,0.556504234671593
"97","ACWO",2020,"SP14",0,0.63081244379282
"98","ACWO",2021,"SP14",0,0.483304303139448
"99","ACWO",2015,"SP15",0,0.298572603613138
"100","ACWO",2016,"SP15",0,0.185214024037123
"101","ACWO",2017,"SP15",0,0.302094954997301
"102","ACWO",2018,"SP15",0,0.346985194832087
"103","ACWO",2019,"SP15",0,0.513690885156393
"104","ACWO",2020,"SP15",0,0.600289665162563
"105","ACWO",2021,"SP15",0,0.64049443602562
"106","ALHU",2015,"SP 1",0,0.472247632841269
"107","ALHU",2016,"SP 1",0,0.425146870315075
"108","ALHU",2017,"SP 1",0.2,0.462808847427368
"109","ALHU",2018,"SP 1",0,0.49446461101373
"110","ALHU",2019,"SP 1",0.555555556,0.576149190465609
"111","ALHU",2020,"SP 1",0,0.61156177520752
"112","ALHU",2021,"SP 1",0,0.5982576161623
"113","ALHU",2015,"SP 2",0,0.303836221496264
"114","ALHU",2016,"SP 2",0,0.2828612079223
"115","ALHU",2017,"SP 2",0,0.418603748083115
"116","ALHU",2018,"SP 2",0,0.403823713461558
"117","ALHU",2019,"SP 2",0.111111111,0.492479731639226
"118","ALHU",2020,"SP 2",0,0.484864701827367
"119","ALHU",2021,"SP 2",0,0.475784569978714
"120","ALHU",2015,"SP 3",0,0.662445094850328
"121","ALHU",2016,"SP 3",0.111111111,0.636958989832136
"122","ALHU",2017,"SP 3",0,0.663753641976251
"123","ALHU",2018,"SP 3",0,0.700142429934608
"124","ALHU",2019,"SP 3",0,0.76611825492647
"125","ALHU",2020,"SP 3",0,0.717956999937693
"126","ALHU",2021,"SP 3",0,0.754809988869561
"127","ALHU",2015,"SP 4",0,0.594792048136393
"128","ALHU",2016,"SP 4",0,0.599809889992078
"129","ALHU",2017,"SP 4",0,0.623400549093882
"130","ALHU",2018,"SP 4",0,0.61502264936765
"131","ALHU",2019,"SP 4",0,0.643382440010707
"132","ALHU",2020,"SP 4",0,0.640267789363861
"133","ALHU",2021,"SP 4",0,0.656527757644653
"134","ALHU",2015,"SP 5",0,0.634882900449965
"135","ALHU",2016,"SP 5",0,0.630395180649228
"136","ALHU",2017,"SP 5",0,0.657420270972782
"137","ALHU",2018,"SP 5",0,0.688334743181864
"138","ALHU",2019,"SP 5",0,0.737687865893046
"139","ALHU",2020,"SP 5",0,0.726177553335826
"140","ALHU",2021,"SP 5",0,0.757180624537998
"141","ALHU",2015,"SP 6",0,0.731305353343487
"142","ALHU",2016,"SP 6",0,0.712951518595219
"143","ALHU",2017,"SP 6",0,0.707970306277275
"144","ALHU",2018,"SP 6",0.111111111,0.722678638994694
"145","ALHU",2019,"SP 6",0.111111111,0.75960598140955
"146","ALHU",2020,"SP 6",0,0.736198239028454
"147","ALHU",2021,"SP 6",0,0.738434180617332
"148","ALHU",2015,"SP 7",0,0.490510530769825
"149","ALHU",2016,"SP 7",0,0.513803558424115
"150","ALHU",2017,"SP 7",0,0.640396930277348
"151","ALHU",2018,"SP 7",0,0.658727157860994
"152","ALHU",2019,"SP 7",0.222222222,0.739853009581566
"153","ALHU",2020,"SP 7",0,0.712478503584862
"154","ALHU",2021,"SP 7",0,0.713356487452984
"155","ALHU",2015,"SP 8",0,0.707164987921715
"156","ALHU",2016,"SP 8",0,0.710060365498066
"157","ALHU",2017,"SP 8",0.1,0.742030665278435
"158","ALHU",2018,"SP 8",0,0.727503538131714
"159","ALHU",2019,"SP 8",0,0.781970836222172
"160","ALHU",2020,"SP 8",0,0.756691783666611
"161","ALHU",2021,"SP 8",0,0.771726012229919
"162","ALHU",2015,"SP 9",0,0.78377710448371
"163","ALHU",2016,"SP 9",0,0.792719211843279
"164","ALHU",2017,"SP 9",0,0.73782800965839
"165","ALHU",2018,"SP 9",0,0.752988013956282
"166","ALHU",2019,"SP 9",0,0.776026301913791
"167","ALHU",2020,"SP 9",0,0.702005194293128
"168","ALHU",2021,"SP 9",0,0.731228801939223
"169","ALHU",2015,"SP10",0,0.720831116040548
"170","ALHU",2016,"SP10",0,0.534143918090396
"171","ALHU",2017,"SP10",0,0.337841095195876
"172","ALHU",2018,"SP10",0.666666667,0.541593697335985
"173","ALHU",2019,"SP10",0.333333333,0.569191012117598
"174","ALHU",2020,"SP10",0,0.684001869625515
"175","ALHU",2021,"SP10",0,0.760730882485708
"176","ALHU",2015,"SP11",0,0.300059428438544
"177","ALHU",2016,"SP11",0,0.184461863711476
"178","ALHU",2017,"SP11",0,0.311431018635631
"179","ALHU",2018,"SP11",0,0.257720094174147
"180","ALHU",2019,"SP11",0.111111111,0.402044281363487
"181","ALHU",2020,"SP11",0,0.509907905012369
"182","ALHU",2021,"SP11",0,0.472394000738859
"183","ALHU",2015,"SP12",0,0.681866355240345
"184","ALHU",2016,"SP12",0,0.632890079170465
"185","ALHU",2017,"SP12",0,0.588656831532717
"186","ALHU",2018,"SP12",0,0.427756233140826
"187","ALHU",2019,"SP12",0,0.541210561990738
"188","ALHU",2020,"SP12",0,0.592919517308474
"189","ALHU",2021,"SP12",0,0.531925968825817
"190","ALHU",2015,"SP13",0,0.649088852107525
"191","ALHU",2016,"SP13",0.111111111,0.555135957896709
"192","ALHU",2017,"SP13",0.2,0.564113695174456
"193","ALHU",2018,"SP13",0,0.540841396898031
"194","ALHU",2019,"SP13",0,0.632423207163811
"195","ALHU",2020,"SP13",0,0.720840334892273
"196","ALHU",2021,"SP13",0,0.738641142845154
"197","ALHU",2015,"SP14",0,0.315148290246725
"198","ALHU",2016,"SP14",0.111111111,0.227974113076925
"199","ALHU",2017,"SP14",0.2,0.320668637752533
"200","ALHU",2018,"SP14",0,0.401843406260014
"201","ALHU",2019,"SP14",0,0.556504234671593
"202","ALHU",2020,"SP14",0,0.63081244379282
"203","ALHU",2021,"SP14",0,0.483304303139448
"204","ALHU",2015,"SP15",0,0.298572603613138
"205","ALHU",2016,"SP15",0,0.185214024037123
"206","ALHU",2017,"SP15",0,0.302094954997301
"207","ALHU",2018,"SP15",0,0.346985194832087
"208","ALHU",2019,"SP15",0,0.513690885156393
"209","ALHU",2020,"SP15",0.166666667,0.600289665162563
"210","ALHU",2021,"SP15",0,0.64049443602562
"211","AMCR",2015,"SP 1",0,0.472247632841269
"212","AMCR",2016,"SP 1",0,0.425146870315075
"213","AMCR",2017,"SP 1",0,0.462808847427368
"214","AMCR",2018,"SP 1",0,0.49446461101373
"215","AMCR",2019,"SP 1",0,0.576149190465609
"216","AMCR",2020,"SP 1",0,0.61156177520752
"217","AMCR",2021,"SP 1",0,0.5982576161623
"218","AMCR",2015,"SP 2",0,0.303836221496264
"219","AMCR",2016,"SP 2",0,0.2828612079223
"220","AMCR",2017,"SP 2",0,0.418603748083115
"221","AMCR",2018,"SP 2",0,0.403823713461558
"222","AMCR",2019,"SP 2",0.111111111,0.492479731639226
"223","AMCR",2020,"SP 2",0,0.484864701827367
"224","AMCR",2021,"SP 2",0,0.475784569978714
"225","AMCR",2015,"SP 3",0,0.662445094850328
"226","AMCR",2016,"SP 3",0,0.636958989832136
"227","AMCR",2017,"SP 3",0,0.663753641976251
"228","AMCR",2018,"SP 3",0,0.700142429934608
"229","AMCR",2019,"SP 3",0,0.76611825492647
"230","AMCR",2020,"SP 3",0,0.717956999937693
"231","AMCR",2021,"SP 3",0,0.754809988869561
"232","AMCR",2015,"SP 4",0,0.594792048136393
"233","AMCR",2016,"SP 4",0.111111111,0.599809889992078
"234","AMCR",2017,"SP 4",0,0.623400549093882
"235","AMCR",2018,"SP 4",0,0.61502264936765
"236","AMCR",2019,"SP 4",0,0.643382440010707
"237","AMCR",2020,"SP 4",0,0.640267789363861
"238","AMCR",2021,"SP 4",0,0.656527757644653
"239","AMCR",2015,"SP 5",0,0.634882900449965
"240","AMCR",2016,"SP 5",0,0.630395180649228
"241","AMCR",2017,"SP 5",0,0.657420270972782
"242","AMCR",2018,"SP 5",0,0.688334743181864
"243","AMCR",2019,"SP 5",0,0.737687865893046
"244","AMCR",2020,"SP 5",0,0.726177553335826
"245","AMCR",2021,"SP 5",0,0.757180624537998
"246","AMCR",2015,"SP 6",0,0.731305353343487
"247","AMCR",2016,"SP 6",0.111111111,0.712951518595219
"248","AMCR",2017,"SP 6",0,0.707970306277275
"249","AMCR",2018,"SP 6",0,0.722678638994694
"250","AMCR",2019,"SP 6",0,0.75960598140955
"251","AMCR",2020,"SP 6",0,0.736198239028454
"252","AMCR",2021,"SP 6",0,0.738434180617332
"253","AMCR",2015,"SP 7",0,0.490510530769825
"254","AMCR",2016,"SP 7",0.111111111,0.513803558424115
"255","AMCR",2017,"SP 7",0,0.640396930277348
"256","AMCR",2018,"SP 7",0,0.658727157860994
"257","AMCR",2019,"SP 7",0,0.739853009581566
"258","AMCR",2020,"SP 7",0,0.712478503584862
"259","AMCR",2021,"SP 7",0,0.713356487452984
"260","AMCR",2015,"SP 8",0,0.707164987921715
"261","AMCR",2016,"SP 8",0,0.710060365498066
"262","AMCR",2017,"SP 8",0,0.742030665278435
"263","AMCR",2018,"SP 8",0,0.727503538131714
"264","AMCR",2019,"SP 8",0,0.781970836222172
"265","AMCR",2020,"SP 8",0,0.756691783666611
"266","AMCR",2021,"SP 8",0,0.771726012229919
"267","AMCR",2015,"SP 9",0,0.78377710448371
"268","AMCR",2016,"SP 9",0,0.792719211843279
"269","AMCR",2017,"SP 9",0.1,0.73782800965839
"270","AMCR",2018,"SP 9",0,0.752988013956282
"271","AMCR",2019,"SP 9",0,0.776026301913791
"272","AMCR",2020,"SP 9",0,0.702005194293128
"273","AMCR",2021,"SP 9",0,0.731228801939223
"274","AMCR",2015,"SP10",0,0.720831116040548
"275","AMCR",2016,"SP10",0,0.534143918090396
"276","AMCR",2017,"SP10",0.1,0.337841095195876
"277","AMCR",2018,"SP10",0,0.541593697335985
"278","AMCR",2019,"SP10",0.111111111,0.569191012117598
"279","AMCR",2020,"SP10",0,0.684001869625515
"280","AMCR",2021,"SP10",1,0.760730882485708
"281","AMCR",2015,"SP11",0,0.300059428438544
"282","AMCR",2016,"SP11",0,0.184461863711476
"283","AMCR",2017,"SP11",0.1,0.311431018635631
"284","AMCR",2018,"SP11",0,0.257720094174147
"285","AMCR",2019,"SP11",0.222222222,0.402044281363487
"286","AMCR",2020,"SP11",0,0.509907905012369
"287","AMCR",2021,"SP11",0,0.472394000738859
"288","AMCR",2015,"SP12",0,0.681866355240345
"289","AMCR",2016,"SP12",0,0.632890079170465
"290","AMCR",2017,"SP12",0,0.588656831532717
"291","AMCR",2018,"SP12",0,0.427756233140826
"292","AMCR",2019,"SP12",0,0.541210561990738
"293","AMCR",2020,"SP12",0,0.592919517308474
"294","AMCR",2021,"SP12",0,0.531925968825817
"295","AMCR",2015,"SP13",0,0.649088852107525
"296","AMCR",2016,"SP13",0,0.555135957896709
"297","AMCR",2017,"SP13",0,0.564113695174456
"298","AMCR",2018,"SP13",0,0.540841396898031
"299","AMCR",2019,"SP13",0,0.632423207163811
"300","AMCR",2020,"SP13",0,0.720840334892273
"301","AMCR",2021,"SP13",0,0.738641142845154
"302","AMCR",2015,"SP14",0,0.315148290246725
"303","AMCR",2016,"SP14",0,0.227974113076925
"304","AMCR",2017,"SP14",0,0.320668637752533
"305","AMCR",2018,"SP14",0,0.401843406260014
"306","AMCR",2019,"SP14",0.111111111,0.556504234671593
"307","AMCR",2020,"SP14",0,0.63081244379282
"308","AMCR",2021,"SP14",0,0.483304303139448
"309","AMCR",2015,"SP15",0,0.298572603613138
"310","AMCR",2016,"SP15",0.222222222,0.185214024037123
"311","AMCR",2017,"SP15",0,0.302094954997301
"312","AMCR",2018,"SP15",0,0.346985194832087
"313","AMCR",2019,"SP15",0.111111111,0.513690885156393
"314","AMCR",2020,"SP15",0,0.600289665162563
"315","AMCR",2021,"SP15",0.25,0.64049443602562
"316","AMGO",2015,"SP 1",0,0.472247632841269
"317","AMGO",2016,"SP 1",0.444444444,0.425146870315075
"318","AMGO",2017,"SP 1",0.1,0.462808847427368
"319","AMGO",2018,"SP 1",0,0.49446461101373
"320","AMGO",2019,"SP 1",0.111111111,0.576149190465609
"321","AMGO",2020,"SP 1",0.166666667,0.61156177520752
"322","AMGO",2021,"SP 1",0,0.5982576161623
"323","AMGO",2015,"SP 2",0.714285714,0.303836221496264
"324","AMGO",2016,"SP 2",0.111111111,0.2828612079223
"325","AMGO",2017,"SP 2",0.7,0.418603748083115
"326","AMGO",2018,"SP 2",0.111111111,0.403823713461558
"327","AMGO",2019,"SP 2",0.222222222,0.492479731639226
"328","AMGO",2020,"SP 2",0.333333333,0.484864701827367
"329","AMGO",2021,"SP 2",0,0.475784569978714
"330","AMGO",2015,"SP 3",0.571428571,0.662445094850328
"331","AMGO",2016,"SP 3",0.555555556,0.636958989832136
"332","AMGO",2017,"SP 3",0.4,0.663753641976251
"333","AMGO",2018,"SP 3",0,0.700142429934608
"334","AMGO",2019,"SP 3",0.333333333,0.76611825492647
"335","AMGO",2020,"SP 3",0.166666667,0.717956999937693
"336","AMGO",2021,"SP 3",0,0.754809988869561
"337","AMGO",2015,"SP 4",0,0.594792048136393
"338","AMGO",2016,"SP 4",0.777777778,0.599809889992078
"339","AMGO",2017,"SP 4",0.5,0.623400549093882
"340","AMGO",2018,"SP 4",0,0.61502264936765
"341","AMGO",2019,"SP 4",0.111111111,0.643382440010707
"342","AMGO",2020,"SP 4",0,0.640267789363861
"343","AMGO",2021,"SP 4",0,0.656527757644653
"344","AMGO",2015,"SP 5",0.285714286,0.634882900449965
"345","AMGO",2016,"SP 5",0.333333333,0.630395180649228
"346","AMGO",2017,"SP 5",0.1,0.657420270972782
"347","AMGO",2018,"SP 5",0.222222222,0.688334743181864
"348","AMGO",2019,"SP 5",0.222222222,0.737687865893046
"349","AMGO",2020,"SP 5",0,0.726177553335826
"350","AMGO",2021,"SP 5",0,0.757180624537998
"351","AMGO",2015,"SP 6",0.142857143,0.731305353343487
"352","AMGO",2016,"SP 6",0.555555556,0.712951518595219
"353","AMGO",2017,"SP 6",0.4,0.707970306277275
"354","AMGO",2018,"SP 6",0.444444444,0.722678638994694
"355","AMGO",2019,"SP 6",0.222222222,0.75960598140955
"356","AMGO",2020,"SP 6",0,0.736198239028454
"357","AMGO",2021,"SP 6",0,0.738434180617332
"358","AMGO",2015,"SP 7",0,0.490510530769825
"359","AMGO",2016,"SP 7",0.666666667,0.513803558424115
"360","AMGO",2017,"SP 7",0.4,0.640396930277348
"361","AMGO",2018,"SP 7",0.555555556,0.658727157860994
"362","AMGO",2019,"SP 7",0.222222222,0.739853009581566
"363","AMGO",2020,"SP 7",0.166666667,0.712478503584862
"364","AMGO",2021,"SP 7",0.25,0.713356487452984
"365","AMGO",2015,"SP 8",0.428571429,0.707164987921715
"366","AMGO",2016,"SP 8",0.777777778,0.710060365498066
"367","AMGO",2017,"SP 8",0.8,0.742030665278435
"368","AMGO",2018,"SP 8",0.777777778,0.727503538131714
"369","AMGO",2019,"SP 8",0.777777778,0.781970836222172
"370","AMGO",2020,"SP 8",0,0.756691783666611
"371","AMGO",2021,"SP 8",1,0.771726012229919
"372","AMGO",2015,"SP 9",0.142857143,0.78377710448371
"373","AMGO",2016,"SP 9",1.333333333,0.792719211843279
"374","AMGO",2017,"SP 9",0.1,0.73782800965839
"375","AMGO",2018,"SP 9",0.666666667,0.752988013956282
"376","AMGO",2019,"SP 9",0.222222222,0.776026301913791
"377","AMGO",2020,"SP 9",0.5,0.702005194293128
"378","AMGO",2021,"SP 9",1,0.731228801939223
"379","AMGO",2015,"SP10",0.714285714,0.720831116040548
"380","AMGO",2016,"SP10",0.888888889,0.534143918090396
"381","AMGO",2017,"SP10",0.6,0.337841095195876
"382","AMGO",2018,"SP10",0.333333333,0.541593697335985
"383","AMGO",2019,"SP10",0.555555556,0.569191012117598
"384","AMGO",2020,"SP10",0.333333333,0.684001869625515
"385","AMGO",2021,"SP10",0.5,0.760730882485708
"386","AMGO",2015,"SP11",0.571428571,0.300059428438544
"387","AMGO",2016,"SP11",0.111111111,0.184461863711476
"388","AMGO",2017,"SP11",0.5,0.311431018635631
"389","AMGO",2018,"SP11",0.222222222,0.257720094174147
"390","AMGO",2019,"SP11",0.888888889,0.402044281363487
"391","AMGO",2020,"SP11",1.166666667,0.509907905012369
"392","AMGO",2021,"SP11",1.5,0.472394000738859
"393","AMGO",2015,"SP12",0.571428571,0.681866355240345
"394","AMGO",2016,"SP12",0.222222222,0.632890079170465
"395","AMGO",2017,"SP12",0.6,0.588656831532717
"396","AMGO",2018,"SP12",0.333333333,0.427756233140826
"397","AMGO",2019,"SP12",2.222222222,0.541210561990738
"398","AMGO",2020,"SP12",1,0.592919517308474
"399","AMGO",2021,"SP12",0.666666667,0.531925968825817
"400","AMGO",2015,"SP13",0.714285714,0.649088852107525
"401","AMGO",2016,"SP13",0.333333333,0.555135957896709
"402","AMGO",2017,"SP13",0,0.564113695174456
"403","AMGO",2018,"SP13",0.666666667,0.540841396898031
"404","AMGO",2019,"SP13",0.111111111,0.632423207163811
"405","AMGO",2020,"SP13",0.666666667,0.720840334892273
"406","AMGO",2021,"SP13",0.5,0.738641142845154
"407","AMGO",2015,"SP14",1,0.315148290246725
"408","AMGO",2016,"SP14",0.333333333,0.227974113076925
"409","AMGO",2017,"SP14",0.2,0.320668637752533
"410","AMGO",2018,"SP14",0.111111111,0.401843406260014
"411","AMGO",2019,"SP14",1,0.556504234671593
"412","AMGO",2020,"SP14",1.5,0.63081244379282
"413","AMGO",2021,"SP14",1.5,0.483304303139448
"414","AMGO",2015,"SP15",0.857142857,0.298572603613138
"415","AMGO",2016,"SP15",0.444444444,0.185214024037123
"416","AMGO",2017,"SP15",0.2,0.302094954997301
"417","AMGO",2018,"SP15",0.111111111,0.346985194832087
"418","AMGO",2019,"SP15",0.222222222,0.513690885156393
"419","AMGO",2020,"SP15",0.666666667,0.600289665162563
"420","AMGO",2021,"SP15",0.5,0.64049443602562
"421","AMKE",2015,"SP 1",0,0.472247632841269
"422","AMKE",2016,"SP 1",0,0.425146870315075
"423","AMKE",2017,"SP 1",0,0.462808847427368
"424","AMKE",2018,"SP 1",0,0.49446461101373
"425","AMKE",2019,"SP 1",0,0.576149190465609
"426","AMKE",2020,"SP 1",0,0.61156177520752
"427","AMKE",2021,"SP 1",0,0.5982576161623
"428","AMKE",2015,"SP 2",0,0.303836221496264
"429","AMKE",2016,"SP 2",0,0.2828612079223
"430","AMKE",2017,"SP 2",0,0.418603748083115
"431","AMKE",2018,"SP 2",0,0.403823713461558
"432","AMKE",2019,"SP 2",0,0.492479731639226
"433","AMKE",2020,"SP 2",0,0.484864701827367
"434","AMKE",2021,"SP 2",0,0.475784569978714
"435","AMKE",2015,"SP 3",0,0.662445094850328
"436","AMKE",2016,"SP 3",0,0.636958989832136
"437","AMKE",2017,"SP 3",0,0.663753641976251
"438","AMKE",2018,"SP 3",0,0.700142429934608
"439","AMKE",2019,"SP 3",0,0.76611825492647
"440","AMKE",2020,"SP 3",0,0.717956999937693
"441","AMKE",2021,"SP 3",0,0.754809988869561
"442","AMKE",2015,"SP 4",0,0.594792048136393
"443","AMKE",2016,"SP 4",0.111111111,0.599809889992078
"444","AMKE",2017,"SP 4",0,0.623400549093882
"445","AMKE",2018,"SP 4",0,0.61502264936765
"446","AMKE",2019,"SP 4",0,0.643382440010707
"447","AMKE",2020,"SP 4",0,0.640267789363861
"448","AMKE",2021,"SP 4",0,0.656527757644653
"449","AMKE",2015,"SP 5",0,0.634882900449965
"450","AMKE",2016,"SP 5",0,0.630395180649228
"451","AMKE",2017,"SP 5",0,0.657420270972782
"452","AMKE",2018,"SP 5",0,0.688334743181864
"453","AMKE",2019,"SP 5",0,0.737687865893046
"454","AMKE",2020,"SP 5",0,0.726177553335826
"455","AMKE",2021,"SP 5",0,0.757180624537998
"456","AMKE",2015,"SP 6",0,0.731305353343487
"457","AMKE",2016,"SP 6",0,0.712951518595219
"458","AMKE",2017,"SP 6",0,0.707970306277275
"459","AMKE",2018,"SP 6",0,0.722678638994694
"460","AMKE",2019,"SP 6",0,0.75960598140955
"461","AMKE",2020,"SP 6",0,0.736198239028454
"462","AMKE",2021,"SP 6",0,0.738434180617332
"463","AMKE",2015,"SP 7",0,0.490510530769825
"464","AMKE",2016,"SP 7",0,0.513803558424115
"465","AMKE",2017,"SP 7",0,0.640396930277348
"466","AMKE",2018,"SP 7",0,0.658727157860994
"467","AMKE",2019,"SP 7",0,0.739853009581566
"468","AMKE",2020,"SP 7",0,0.712478503584862
"469","AMKE",2021,"SP 7",0,0.713356487452984
"470","AMKE",2015,"SP 8",0,0.707164987921715
"471","AMKE",2016,"SP 8",0,0.710060365498066
"472","AMKE",2017,"SP 8",0,0.742030665278435
"473","AMKE",2018,"SP 8",0,0.727503538131714
"474","AMKE",2019,"SP 8",0,0.781970836222172
"475","AMKE",2020,"SP 8",0,0.756691783666611
"476","AMKE",2021,"SP 8",0,0.771726012229919
"477","AMKE",2015,"SP 9",0,0.78377710448371
"478","AMKE",2016,"SP 9",0,0.792719211843279
"479","AMKE",2017,"SP 9",0,0.73782800965839
"480","AMKE",2018,"SP 9",0,0.752988013956282
"481","AMKE",2019,"SP 9",0,0.776026301913791
"482","AMKE",2020,"SP 9",0,0.702005194293128
"483","AMKE",2021,"SP 9",0,0.731228801939223
"484","AMKE",2015,"SP10",0,0.720831116040548
"485","AMKE",2016,"SP10",0,0.534143918090396
"486","AMKE",2017,"SP10",0,0.337841095195876
"487","AMKE",2018,"SP10",0,0.541593697335985
"488","AMKE",2019,"SP10",0,0.569191012117598
"489","AMKE",2020,"SP10",0,0.684001869625515
"490","AMKE",2021,"SP10",0,0.760730882485708
"491","AMKE",2015,"SP11",0,0.300059428438544
"492","AMKE",2016,"SP11",0,0.184461863711476
"493","AMKE",2017,"SP11",0,0.311431018635631
"494","AMKE",2018,"SP11",0,0.257720094174147
"495","AMKE",2019,"SP11",0,0.402044281363487
"496","AMKE",2020,"SP11",0,0.509907905012369
"497","AMKE",2021,"SP11",0,0.472394000738859
"498","AMKE",2015,"SP12",0,0.681866355240345
"499","AMKE",2016,"SP12",0,0.632890079170465
"500","AMKE",2017,"SP12",0,0.588656831532717
"501","AMKE",2018,"SP12",0,0.427756233140826
"502","AMKE",2019,"SP12",0,0.541210561990738
"503","AMKE",2020,"SP12",0,0.592919517308474
"504","AMKE",2021,"SP12",0,0.531925968825817
"505","AMKE",2015,"SP13",0,0.649088852107525
"506","AMKE",2016,"SP13",0,0.555135957896709
"507","AMKE",2017,"SP13",0,0.564113695174456
"508","AMKE",2018,"SP13",0,0.540841396898031
